,Name,cfb_id,pfr_id,School,Conference,DR,DP,NFL POS,Draft Year,Designation in last Year,Landing Team,Age IN DRAFT YEAR (9/1/dy),DOB,Conference Drafted Rate,Conference Hit Rate,Age Adjusted Hit Rate AVG,Pre-Draft,Pre-Draft Percentile,Post-Draft,Post-Draft Percentile,Cr.Year BO,>20%,>30%,Decimal BOA (30%),Cr.Year BO.1,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Per Game College Dominator Rating,YPTpA Dominator,Yards Dominator,Conference.1,Team (Conference Adjusted),Age,Conference.2,Team,Age.1,First RecYds/TmPatt,Best RecYds/TmPatt,Last RecYds/TmPatt,AVG RecYds/TmPatt,First RecYds/TmPatt Above Conference AVg,Best RecYds/TmPatt Above Conference Avg,Last  RecYds/TmPatt Above Conference Avg,AVG  RecYds/TmPatt Above Conference Avg,First RecYds/TmPatt Above TM Avg,Best RecYds/TmPatt Above TM Avg,Last  RecYds/TmPatt Above TM Avg,AVG  RecYds/TmPatt Above TM Avg,First RecYds/TmPatt Above AGE Avg,Best RecYds/TmPatt Above AGE Avg,Last  RecYds/TmPatt Above AGE Avg,AVG  RecYds/TmPatt Above AGE Avg,First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Dominator.1,Best Dominator.1,Last Dominator.1,AVG Dominator (Min 2 Seasons).1,First Doa,Last Doa,Best Doa,Doa (AVG),First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,First MS rec Yards.1,last ms rec yards.1,Best MS rec Yards.1,AVG MS REC Yds.1,PPG Above conference expectation (Best Year),S/EX (MS Yards Over Expectation using a 5 year conference AVG of top producer),TeamMate Score (TeamMate Over Expected),Production Score,Efficency Score (YTMpA Over conference AVG WR1s),Calvin Johnson Index,Combine Score,18,19,20,21,22,23,18.1,19.1,20.1,21.1,22.1,23.1,18.2,19.2,20.2,21.2,22.2,23.2,18.3,19.3,20.3,21.3,22.3,23.3,18.4,19.4,20.4,21.4,22.4,23.4,18.5,19.5,20.5,21.5,22.5,23.5,18.6,19.6,20.6,21.6,22.6,23.6,18.7,19.7,20.7,21.7,22.7,23.7,18.8,19.8,20.8,21.8,22.8,23.8,18.9,19.9,20.9,21.9,22.9,23.9,18.10,19.10,20.10,21.10,22.10,23.10,18.11,19.11,20.11,21.11,22.11,23.11,18.12,19.12,20.12,21.12,22.12,23.12,18.13,19.13,20.13,21.13,22.13,23.13,18.14,19.14,20.14,21.14,22.14,23.14,18.15,19.15,20.15,21.15,22.15,23.15,18.16,19.16,20.16,21.16,22.16,23.16,18.17,19.17,20.17,21.17,22.17,23.17,18.18,19.18,20.18,21.18,22.18,23.18,18.19,19.19,20.19,21.19,22.19,23.19,18.20,19.20,20.20,21.20,22.20,23.20,18.21,19.21,20.21,21.21,22.21,23.21,18.22,19.22,20.22,21.22,22.22,23.22,18.23,19.23,20.23,21.23,22.23,23.23,BMI,weight,height,bench,40,3Cone,shuttle,vert,broadInches,Burst Score,HaSS,WaSS,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,Year 1 TGT%,Year 1 EP,Year 1 reFPOE,Year 1 PPG,AVG EP Season 1-3,AVG PPG (PPR) Season 1-3,Year 1 Yards,Year 1 Yards/G
580,Markus Wheaton,markus-wheaton-1,WheaMa00,Oregon State,Pac-12 (North),3,79,WR,2013,SR,PIT,22,2/7/1991,5.50%,9.30%,15.10%,4.4,55%,5.48,77%,4,19,21,21.57,4,4,46,14.6,227,2994,13.2,4.9,1.0,36.00%,36.00%,2.5,31.20%,0.12,0.12,-0.56,1.60%,-2.60%,-4.10%,0.27,2.5,2.5,1.6,-1.2,1.0,1.0,0.1,-1.3,0.9,0.9,0.1,-1.4,-0.1,-0.1,-0.6,1.80%,36.00%,36.00%,19.80%,1.30%,36.00%,36.00%,19.70%,-18.50%,4.00%,4.00%,-7.60%,2.50%,31.20%,31.20%,22.38%,22.70%,38.70%,38.70%,21.44%,6.96,5.70%,0.60%,-4.60%,0.4,-9.80%,250,9.0,12.0,12.0,13.0,,,3.42,15.04,16.38,23.66,,,8.0,55.0,73.0,91.0,,,89.0,675.0,986.0,1244.0,,,0.0,4.0,1.0,11.0,,,1.68%,14.75%,14.57%,18.09%,,,2.53%,27.18%,28.65%,31.16%,,,2.53%,27.18%,28.65%,31.16%,,,-16.70%,1.90%,-1.50%,0.00%,,,-18.30%,6.40%,7.90%,10.40%,,,-22.40%,2.20%,3.70%,6.20%,,,0.00%,21.05%,6.25%,40.74%,,,1.83%,24.12%,17.45%,35.95%,,,1.30%,24.10%,17.50%,36.00%,,,-18.50%,-2.10%,-13.80%,4.00%,,,2.10%,21.00%,21.60%,24.60%,,,0.3,1.2,1.4,1.5,,,0.3,1.2,1.4,1.5,,,-0.6,0.3,0.1,0.2,,,0.3,1.8,2.0,2.5,,,0.3,1.8,2.0,2.5,,,-1.4,-0.1,-0.5,-0.1,-,-,-1.24,0.3,0.46,0.96,,,-1.26,0.27,0.43,0.94,,,26.36,189.0,71.0,20.0,4.45,6.8,4.02,37.0,120,122.9,89.77,96.39,0,0,0,3.00%,1.8,-9.2,1.03,6.28,6.22,64.0,5.3
581,Kelvin Benjamin,kelvin-benjamin-1,BenjKe00,Florida State,ACC (Atlantic),1,28,WR,2014,SO,CAR,23,2/5/1991,6.80%,9.40%,28.50%,3.2,37%,7.23,87%,-,22,-,-,-,2,27,12.9,84,1506,17.9,3.1,2.0,29.30%,29.30%,2.3,22.90%,0.17,0.17,-0.85,-4.30%,-2.20%,-12.50%,1.25,2.3,2.3,1.8,-0.4,0.7,0.7,0.2,-0.5,0.5,0.5,0,-1.3,-0.4,-0.4,-0.9,16.20%,29.30%,29.30%,22.70%,15.00%,29.30%,29.30%,22.10%,-16.90%,-3.10%,-3.10%,-10.00%,13.30%,22.90%,22.90%,18.09%,19.90%,43.30%,43.30%,31.59%,1.7,-5.10%,0.10%,-2.30%,0,-1.60%,319,,,,13.0,14.0,,,,,8.22,17.51,,,,,30.0,54.0,,,,,495.0,1011.0,,,,,4.0,15.0,,,,,7.04%,12.24%,,,,,13.33%,22.86%,,,,,13.33%,22.86%,,,,,-17.90%,-7.10%,,,,,-9.00%,0.50%,,,,,-6.90%,2.60%,,,,,16.67%,35.71%,,,,,16.15%,29.29%,,,,,15.00%,29.30%,,,,,-16.90%,-3.10%,,,,,10.20%,17.60%,,,,,0.6,1.1,,,,,0.6,1.1,,,,,-0.5,0.0,,,,,1.3,2.3,,,,,1.3,2.3,,-,-,-,-1.3,-0.4,-,,,,-0.35,0.69,,,,,-0.47,0.57,,28.46,240.0,77.0,13.0,4.61,7.33,4.39,32.5,119,114.75,116.47,106.28,0,0,1,26.60%,14.94,-11.3,14.24,13.32,13.34,1008.0,63.0
582,Michael Campanaro,michael-campanaro-1,CampMi02,Wake Forest,ACC (Atlantic),7,218,WR,2014,SR,BAL,23,1/25/1991,6.80%,9.40%,2.00%,4.5,58%,1.75,20%,3,21,21,21.6,3,4,42,15.8,229,2506,10.9,5.5,1.0,38.70%,57.70%,2.9,34.00%,0.25,0.25,-0.57,-1.30%,-4.00%,-4.80%,0.35,2.9,2.9,1.9,-1.3,1.3,1.3,0.2,-1.4,1.2,1.2,0.1,-1.6,0.3,0.3,-0.6,3.10%,57.70%,57.70%,31.50%,3.10%,38.90%,38.40%,24.40%,-23.20%,6.00%,7.00%,-6.10%,6.20%,34.00%,34.00%,21.04%,-35.10%,-10.80%,15.80%,-9.85%,7.91,6.10%,2.30%,-3.30%,0.7,-8.40%,259,,12.0,12.0,10.0,8.0,,,3.25,15.24,21.15,23.72,,,10.0,73.0,79.0,67.0,,,107.0,833.0,763.0,803.0,,,0.0,2.0,6.0,6.0,,,3.31%,16.01%,18.54%,16.30%,,,6.20%,25.29%,31.63%,34.04%,,,6.20%,25.29%,31.63%,34.04%,,,-19.10%,-4.80%,0.40%,4.10%,,,-16.20%,2.90%,9.30%,,,,-18.80%,0.20%,6.60%,,,,0.00%,9.09%,46.15%,42.86%,,,3.10%,18.62%,46.67%,57.67%,,,3.10%,17.20%,38.90%,38.40%,,,-23.20%,-14.00%,7.00%,6.00%,,,4.80%,20.60%,25.10%,25.20%,,,0.3,1.2,1.3,1.6,,,0.3,1.2,1.3,1.6,,,-0.8,0.1,0.2,0.5,,,0.4,2.0,2.1,2.9,,,0.4,2.0,2.1,2.9,,-,-1.6,-0.5,-0.4,0.3,-,,-1.25,0.37,0.54,1.33,,,-1.37,0.26,0.43,1.21,,28.35,192.0,69.0,20.0,4.46,6.77,4.01,39.0,122,127.3,85.35,97.05,0,0,0,6.50%,3.65,8.6,5.8,2.93,4.08,102.0,25.5
583,Travis Labhart,travis-labhart-1,LabhTr00,Texas A&M,SEC (West),UDFA,UDFA,WR,2014,SR,0,23,1/20/1991,17.80%,14.50%,1.00%,3.7,43%,2.64,40%,-,-,-,-,-,1,11,14.7,51,626,12.3,4.6,4.0,16.80%,19.90%,1.5,13.60%,-0.3,-0.3,-1.15,-9.40%,-9.00%,-16.30%,1.51,1.5,1.5,1.5,-0.3,-0.3,-0.3,-0.3,-0.4,-0.4,-0.4,-0.4,-1.1,-1.1,-1.1,-1.1,19.90%,19.90%,19.90%,19.90%,16.80%,16.80%,16.80%,16.80%,-15.60%,-15.60%,-15.60%,-5.20%,13.60%,13.60%,13.60%,<2 Yrs of Data,60.30%,60.30%,60.30%,<2 Yrs of Data,-0.97,-14.70%,2.10%,-1.70%,-0.9,-,-,,,,,11.0,,,,,,14.69,,,,,,51.0,,,,,,626.0,,,,,,8.0,,,,,,10.43%,,,,,,13.63%,,,,,,13.63%,,,,,,-16.30%,,,,,,-9.40%,,,,,,-9.00%,,,,,,20.00%,,,,,,19.87%,,,,,,16.80%,,,,,,-15.60%,,,,,,12.00%,,,,,,0.8,,,,,,0.8,,,,,,-0.1,,,,,,1.5,,,,,,1.5,,-,-,-,-,-1.1,-,,,,,-0.3,,,,,,-0.41,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
584,Tevin Reese,tevin-reese-1,ReesTe00,Baylor,Big 12,7,240,WR,2014,SR,SDG,23,1/2/1991,13.00%,4.10%,1.50%,6.1,81%,3.36,52%,-,21,-,-,-,4,46,15,187,3102,16.6,4.1,2.0,22.40%,33.70%,3.2,20.10%,0.37,0.37,-0.36,-5.50%,-8.30%,-11.50%,0.86,3.2,3.2,2.1,-0.8,1.5,1.5,0.4,-0.8,1.5,1.5,0.4,-1.1,0.5,0.5,-0.4,5.50%,33.70%,33.70%,20.90%,5.50%,24.00%,20.70%,17.20%,-20.80%,-11.70%,-7.90%,-13.30%,11.00%,18.60%,21.60%,17.27%,26.60%,62.90%,62.90%,50.97%,4.39,-6.00%,1.50%,-6.10%,0.9,-15.50%,231,,13.0,13.0,12.0,8.0,,,6.65,14.68,17.07,21.59,,,45.0,51.0,53.0,38.0,,,401.0,877.0,957.0,867.0,,,0.0,7.0,9.0,8.0,,,9.59%,12.06%,11.16%,8.50%,,,10.99%,19.19%,21.62%,18.57%,,,10.99%,19.19%,21.62%,18.57%,,,-14.30%,-10.90%,-9.60%,-11.40%,,,-11.80%,-3.60%,-1.10%,,,,-14.60%,-6.40%,-4.00%,,,,0.00%,17.50%,26.47%,22.86%,,,5.49%,18.35%,26.05%,33.66%,,,5.50%,18.30%,24.00%,20.70%,,,-20.80%,-12.90%,-7.90%,-11.70%,,,10.30%,15.60%,16.40%,13.50%,,,0.5,1.0,1.0,1.7,,,0.5,1.0,1.0,1.7,,,-0.2,0.1,0.1,0.8,,,0.9,2.1,2.2,3.2,,,0.9,2.1,2.2,3.2,,-,-1.1,-0.4,-0.4,0.5,-,,-0.84,0.38,0.49,1.45,,,-0.77,0.45,0.56,1.53,,23.39,163.0,70.0,0.0,4.46,6.63,4.18,41.0,132,135.7,74.55,82.39,-,-,-,-,-,-,-,-,-,,
585,Ryan Grant,ryan-grant-2,GranRy01,Tulane,CUSA (West),5,142,WR,2014,SR,WAS,23,12/19/1990,1.40%,5.60%,2.30%,4.3,53%,3.31,51%,3,21,21,21.7,2,3,36,15.6,186,2703,14.5,5.2,1.0,45.30%,45.30%,2.5,43.30%,0.33,0.33,-0.42,10.30%,8.10%,2.90%,1.22,2.5,2.5,2,-0.4,0.9,0.9,0.3,-0.4,1.0,1.0,0.4,-0.7,-0.1,-0.1,-0.4,21.00%,45.30%,45.30%,32.20%,19.30%,45.30%,45.30%,31.60%,-7.00%,12.90%,12.90%,1.40%,17.50%,43.30%,43.30%,31.66%,10.80%,-16.30%,26.50%,7.00%,4.19,15.00%,1.20%,0.30%,0.4,-9.30%,240,,11.0,,12.0,13.0,,,9.89,,18.91,17.99,,,33.0,,76.0,77.0,,,515.0,,1149.0,1039.0,,,4.0,,6.0,9.0,,,7.14%,,14.21%,18.87%,,,17.46%,,34.21%,43.31%,,,17.46%,,34.21%,43.31%,,,-7.80%,,3.00%,13.40%,,,-3.80%,,12.90%,22.00%,,,-6.10%,,10.70%,19.80%,,,21.05%,,26.09%,47.37%,,,21.01%,,30.15%,45.34%,,,19.30%,,30.10%,45.30%,,,-7.00%,,-1.80%,12.90%,,,12.30%,,24.20%,31.10%,,,0.6,,1.4,1.2,,,0.6,,1.4,1.2,,,-0.1,,0.6,0.4,,,1.2,,2.1,2.5,,,1.2,,2.1,2.5,,-,-0.7,-,-0.4,-0.1,-,,-0.43,,0.5,0.9,,,-0.35,,0.59,0.99,,26.25,199.0,73.0,8.0,4.64,6.68,4.11,35.5,119,119.85,84.54,85.86,0,0,0,2.80%,1.56,-11.1,0.86,2.64,1.92,68.0,4.3
586,Jared Abbrederis,jared-abbrederis-1,AbbrJa00,Wisconsin,Big Ten (Leaders),5,176,WR,2014,SR,GNB,23,12/17/1990,2.70%,11.10%,4.30%,6.4,85%,5.59,77%,3,20,21,21.71,3,4,51,13.4,202,3140,15.5,4.0,1.0,37.00%,37.70%,3.1,42.20%,0.88,0.88,0.15,9.30%,7.60%,0.80%,1.24,3.1,3.1,2.6,-0.5,1.4,1.4,0.9,-0.5,1.4,1.3,0.8,-0.7,0.5,0.4,0.2,17.00%,38.50%,37.00%,29.60%,14.40%,37.00%,37.00%,28.30%,-11.90%,4.60%,4.60%,-2.20%,11.10%,42.20%,42.20%,29.97%,-10.10%,-10.60%,7.00%,-10.68%,4.43,12.70%,0.40%,-1.30%,0.8,-9.40%,239,,11.0,14.0,13.0,13.0,,,6.33,14.46,13.26,19.38,,,20.0,55.0,49.0,78.0,,,289.0,933.0,837.0,1081.0,,,3.0,8.0,5.0,7.0,,,7.25%,16.87%,16.96%,22.16%,,,11.15%,28.45%,38.10%,42.19%,,,11.15%,28.45%,38.10%,42.19%,,,-14.10%,-1.70%,6.90%,12.30%,,,-9.50%,7.80%,17.40%,21.50%,,,-11.20%,6.10%,15.70%,19.80%,,,17.65%,23.53%,33.33%,31.82%,,,17.01%,25.99%,38.46%,37.01%,,,14.40%,26.00%,35.70%,37.00%,,,-11.90%,-5.20%,3.80%,4.60%,,,9.20%,22.70%,27.50%,32.20%,,,0.5,1.1,1.1,1.3,,,0.5,1.1,1.1,1.3,,,-0.2,0.1,0.2,0.4,,,1.2,2.9,3.1,3.1,,,1.2,2.9,3.1,3.1,,-,-0.7,0.4,0.5,0.4,-,,-0.45,1.17,1.43,1.38,,,-0.51,1.12,1.37,1.33,,25.73,195.0,73.0,4.0,4.5,6.8,4.08,30.5,117,110.35,93.64,95.11,0,0,0,0.00%,0,0,0,1.86,1.31,111.0,11.1
587,Uzoma Nwachukwu,uzoma-nwachukwu-1,NwacUz00,Texas A&M,SEC (West),UDFA,UDFA,WR,2013,SR,0,22,12/15/1990,17.80%,14.50%,1.00%,2.3,21%,1.77,21%,-,-,-,-,-,4,49,10.4,151,2242,14.8,3.1,3.0,19.10%,24.00%,1.3,15.60%,-0.64,-0.64,-1.02,-8.00%,-7.10%,-11.60%,1.39,1.4,1.3,1.2,-0.4,-0.4,-0.5,-0.6,-0.6,-0.6,-0.7,-0.9,-0.3,-0.3,-1.3,-1,19.70%,24.00%,24.00%,17.10%,19.70%,19.70%,18.40%,15.70%,-0.10%,-13.50%,-0.10%,-11.60%,19.30%,11.90%,19.30%,14.85%,27.60%,43.00%,43.00%,32.11%,-3.06,-9.00%,2.00%,-5.40%,-1,-,-,13.0,13.0,13.0,10.0,,,12.42,7.84,9.93,11.58,,,40.0,36.0,50.0,25.0,,,708.0,407.0,639.0,488.0,,,6.0,4.0,2.0,7.0,,,7.87%,7.00%,9.31%,5.08%,,,19.34%,11.31%,16.89%,11.86%,,,19.34%,11.31%,16.89%,11.86%,,,0.10%,-14.00%,-13.20%,-19.30%,,,-3.50%,-11.50%,-5.90%,-11.00%,,,-2.60%,-10.70%,-5.10%,-10.10%,,,20.00%,14.29%,6.90%,25.00%,,,19.67%,12.80%,11.89%,23.96%,,,19.70%,12.80%,11.90%,18.40%,,,-0.10%,-13.50%,-19.30%,-13.50%,,,13.60%,9.20%,13.10%,8.50%,,,0.8,0.4,0.7,0.6,,,0.8,0.4,0.7,0.6,,,0.2,-0.2,-0.2,-0.2,,,1.4,0.8,1.2,1.3,,,1.4,0.8,1.2,1.3,,,-0.3,-1.1,-1.3,-1.3,-,-,-0.41,-1.02,-0.62,-0.52,,,-0.51,-1.11,-0.72,-0.62,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
588,Mark Harrison,mark-harrison-1,HarrMa04,Rutgers,Big East,UDFA,UDFA,WR,2013,SR,0,22,12/11/1990,1.40%,7.10%,5.70%,3.4,39%,2.43,37%,0,19,19,19.72,1,3,34,10.3,107,1769,16.5,3.1,2.0,34.90%,37.00%,2.2,28.60%,0.09,0.09,-0.55,5.40%,2.10%,-6.90%,2.81,2.8,1.5,1.8,1.1,1.1,-0.2,0.1,1.2,1.2,-0.1,0.2,0.9,0.9,-1.1,-0.5,21.70%,50.10%,23.80%,28.10%,5.00%,45.90%,23.80%,21.00%,19.70%,-8.10%,19.70%,-3.50%,3.30%,21.50%,35.60%,28.56%,-13.00%,-5.80%,10.20%,-5.28%,2.53,7.60%,-0.20%,-1.40%,0.8,-2.00%,311,3.0,11.0,7.0,13.0,,,6.43,16.45,7.63,10.64,,,5.0,44.0,14.0,44.0,,,83.0,829.0,274.0,583.0,,,1.0,9.0,2.0,6.0,,,1.53%,13.66%,2.95%,11.28%,,,3.33%,35.61%,8.74%,21.50%,,,,35.61%,,21.50%,,,,10.30%,-21.40%,-9.70%,,,,12.50%,,-1.60%,,,,9.10%,,-5.00%,,,6.67%,56.25%,9.52%,26.09%,,,21.65%,50.11%,16.96%,23.80%,,,5.00%,45.90%,9.10%,23.80%,,,,19.70%,-22.10%,-8.10%,,,2.40%,24.60%,5.80%,16.40%,,,0.5,1.2,0.6,0.7,,,,1.2,0.6,0.7,,,,0.4,-0.3,-0.1,,,1.1,2.8,1.1,1.5,,,,2.8,1.1,1.5,,,-,0.9,-1.4,-1.1,-,-,,1.11,-0.63,-0.2,,,,1.16,-0.58,-0.16,,,28.87,231.0,75.0,17.0,4.46,6.99,4.33,38.5,129,129.95,121.39,116.76,-,-,-,-,-,-,-,-,-,,
589,Skye Dawson,skye-dawson-1,DawsSk00,Texas Christian,Big 12,UDFA,UDFA,WR,2013,SR,0,22,12/2/1990,13.00%,4.10%,1.00%,2.4,22%,1.84,23%,-,-,-,-,-,3,34,7.1,90,1121,12.5,2.6,3.0,13.80%,14.90%,1.4,15.60%,-0.55,-0.55,-1.19,-10.00%,-9.00%,-16.60%,0.67,1.5,1.2,1.1,-1,-0.2,-0.5,-0.5,-0.9,0.0,-0.3,-0.4,-1.3,-1.0,-1.4,-1.2,3.70%,19.80%,10.10%,11.20%,2.80%,18.20%,9.30%,10.10%,-23.40%,-22.60%,-13.00%,-19.70%,5.70%,14.80%,16.50%,12.32%,3.50%,7.00%,7.00%,5.43%,-6.54,-11.10%,-1.70%,-7.00%,-0.8,-,-,,10.0,12.0,12.0,,,,2.99,10.66,7.51,,,,12.0,44.0,34.0,,,,170.0,496.0,455.0,,,,0.0,5.0,1.0,,,,3.63%,12.61%,8.54%,,,,5.70%,16.47%,14.78%,,,,5.70%,16.47%,14.78%,,,,-19.60%,-13.70%,-16.40%,,,,-16.60%,-5.90%,-7.60%,,,,-15.60%,-4.80%,-6.50%,,,,0.00%,20.00%,3.85%,,,,3.70%,19.76%,10.09%,,,,2.80%,18.20%,9.30%,,,,-23.40%,-13.00%,-22.60%,,,,4.70%,14.50%,11.70%,,,,0.3,0.7,0.6,,,,0.3,0.7,0.6,,,,-0.5,0.0,-0.2,,,,0.7,1.5,1.2,,,,0.7,1.5,1.2,,,-,-1.3,-1,-1.4,-,-,,-1.03,-0.16,-0.46,,,,-0.92,-0.05,-0.35,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,12.0,1.7
590,Nick Williams,nick-williams-1,WillNi02,Connecticut,Big East,UDFA,UDFA,WR,2013,SR,0,22,11/23/1990,1.40%,7.10%,1.00%,0.9,7%,0.96,8%,-,-,-,-,-,3,33,5,41,570,13.9,1.2,4.0,9.10%,9.10%,0.9,12.10%,-1.19,-1.19,-1.84,-15.70%,-15.20%,-21.50%,0,0.9,0.9,0.8,-1.7,-0.8,-0.8,-1.2,-1.6,-0.7,-0.7,-1.1,-1.9,-1.7,-1.7,-1.8,0.00%,12.20%,6.00%,9.10%,12.20%,12.20%,6.00%,9.10%,-19.00%,-25.90%,-19.00%,-22.50%,0.00%,12.10%,12.10%,11.09%,-31.90%,4.10%,4.10%,-12.94%,-7.8,-16.00%,-0.20%,-5.90%,-1.2,-,-,,9.0,12.0,12.0,,,,0.0,3.88,6.12,,,,0.0,11.0,30.0,,,,0.0,236.0,334.0,,,,0.0,2.0,0.0,,,,0.00%,3.06%,7.73%,,,,0.00%,10.10%,12.08%,,,,0.00%,10.10%,12.08%,,,,-25.30%,-20.00%,-19.10%,,,,-23.10%,-13.00%,-11.10%,,,,-22.60%,-12.40%,-10.50%,,,,0.00%,14.29%,0.00%,,,,0.00%,12.19%,6.04%,,,,,12.20%,6.00%,,,,,-19.00%,-25.90%,,,,,6.60%,9.90%,,,,0.0,0.3,0.5,,,,0.0,0.3,0.5,,,,-0.8,-0.5,-0.4,,,,0.0,0.7,0.9,,,,0.0,0.7,0.9,,,-,-1.9,-1.9,-1.7,-,-,,-1.7,-1.04,-0.84,,,,-1.65,-1.0,-0.79,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,0,0,0,5.80%,3.42,-10.6,1.3,3.22,2.25,15.0,3.0
591,Zach Rogers,zach-rogers-1,RogeZa00,Tennessee,SEC (East),UDFA,UDFA,WR,2013,SR,0,22,11/22/1990,8.90%,6.70%,1.00%,1.6,13%,1.4,14%,-,-,-,-,-,3,35,5.1,60,887,14.8,1.7,4.0,16.50%,19.80%,1.2,13.00%,-0.86,-0.86,-1.54,-12.80%,-13.70%,-20.30%,0.58,1.2,1.2,0.8,-1.1,-0.4,-0.4,-0.9,-1.1,-0.4,-0.4,-0.9,-1.3,-1.3,-1.4,-1.5,0.00%,19.80%,19.80%,11.00%,5.10%,16.50%,16.50%,9.20%,-21.20%,-15.50%,-15.50%,-20.60%,0.00%,13.00%,13.00%,8.57%,2.60%,42.60%,42.60%,17.69%,-1.59,-13.40%,-0.60%,-7.70%,-0.8,-,-,4.0,11.0,10.0,10.0,,,0.38,3.83,3.89,12.31,,,0.0,14.0,14.0,32.0,,,0.0,207.0,189.0,491.0,,,0.0,1.0,1.0,7.0,,,0.00%,3.34%,3.52%,6.72%,,,0.00%,6.26%,6.49%,12.97%,,,,6.26%,6.49%,12.97%,,,,-19.00%,-23.60%,-18.20%,,,,-15.10%,-14.90%,-8.40%,,,,-16.00%,-15.70%,-9.30%,,,0.00%,3.85%,5.56%,20.00%,,,0.00%,5.97%,7.23%,19.78%,,,,5.10%,6.00%,16.50%,,,,-21.20%,-25.20%,-15.50%,,,,4.80%,5.00%,9.80%,,,0.1,0.3,0.3,0.7,,,,0.3,0.3,0.7,,,,-0.4,-0.4,-0.1,,,0.0,0.6,0.6,1.2,,,,0.6,0.6,1.2,,,-,-1.3,-1.9,-1.4,-,-,,-1.08,-1.09,-0.42,,,,-1.14,-1.16,-0.49,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
592,Erik Highsmith,erik-highsmith-1,HighEr00,North Carolina,ACC (Coastal),UDFA,UDFA,WR,2013,SR,0,22,11/20/1990,4.80%,6.40%,2.00%,4.3,55%,3.0,47%,-,20,-,-,-,4,46,10.3,167,2086,12.5,3.6,3.0,18.80%,19.70%,1.7,19.40%,-0.3,-0.3,-0.74,-6.30%,-6.20%,-9.60%,1.37,2.1,1.3,1.5,-0.4,0.4,-0.4,-0.3,-0.4,0.4,-0.4,-0.3,-0.3,-0.3,-1.3,-0.7,19.50%,22.30%,17.00%,18.50%,16.50%,20.60%,17.00%,16.80%,-3.30%,-14.90%,-3.30%,-10.50%,18.70%,16.80%,22.00%,16.89%,-20.70%,31.80%,31.80%,11.59%,-1.22,-7.10%,-1.80%,-4.90%,-0.1,-,-,11.0,11.0,12.0,12.0,,,8.32,7.07,13.11,12.89,,,37.0,25.0,51.0,54.0,,,425.0,348.0,726.0,587.0,,,2.0,3.0,5.0,5.0,,,10.11%,5.90%,13.78%,12.27%,,,18.69%,10.14%,21.95%,16.77%,,,18.69%,10.14%,21.95%,16.77%,,,-0.60%,-15.10%,-8.20%,-14.40%,,,-4.50%,-13.00%,-1.20%,-6.40%,,,-4.40%,-12.90%,-1.10%,-6.30%,,,14.29%,15.79%,19.23%,17.24%,,,19.49%,15.32%,22.31%,17.00%,,,16.50%,13.00%,20.60%,17.00%,,,-3.30%,-13.30%,-10.60%,-14.90%,,,14.40%,8.00%,17.90%,14.50%,,,0.6,0.5,1.0,0.8,,,0.6,0.5,1.0,0.8,,,-0.3,-0.4,0.2,-0.1,,,1.4,1.0,2.1,1.3,,,1.4,1.0,2.1,1.3,,,-0.3,-1,-0.4,-1.3,-,-,-0.37,-0.78,0.38,-0.41,,,-0.46,-0.86,0.29,-0.5,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
